Short_Name_Stocks,Ticker_Stocks_Yf,Ticker_Stocks,Secteur_Activite,Pays_Stocks,Place_Boursiere,Capitalisation_Boursiere,Nom_Indice,Ticker_Indice_Yf,Nombres_Entreprises,Ponderation
NVIDIA Corporation,NVDA,NVDA,Technology,United States,NMS,3444016939008,NASDAQ 100,^NDX,100,11.65
Microsoft Corporation,MSFT,MSFT,Technology,United States,NMS,3441043177472,NASDAQ 100,^NDX,100,11.64
Apple Inc.,AAPL,AAPL,Technology,United States,NMS,3036000026624,NASDAQ 100,^NDX,100,10.27
"Amazon.com, Inc.",AMZN,AMZN,Consumer Cyclical,United States,NMS,2183899643904,NASDAQ 100,^NDX,100,7.38
Alphabet Inc.,GOOGL,GOOGL,Communication Services,United States,NMS,2024903147520,NASDAQ 100,^NDX,100,6.85
Alphabet Inc.,GOOG,GOOG,Communication Services,United States,NMS,2024896987136,NASDAQ 100,^NDX,100,6.85
"Meta Platforms, Inc.",META,META,Communication Services,United States,NMS,1676681019392,NASDAQ 100,^NDX,100,5.67
Broadcom Inc.,AVGO,AVGO,Technology,United States,NMS,1207695835136,NASDAQ 100,^NDX,100,4.08
"Tesla, Inc.",TSLA,TSLA,Consumer Cyclical,United States,NMS,1108879867904,NASDAQ 100,^NDX,100,3.75
"Netflix, Inc.",NFLX,NFLX,Communication Services,United States,NMS,518319931392,NASDAQ 100,^NDX,100,1.75
Costco Wholesale Corporation,COST,COST,Consumer Defensive,United States,NMS,468174209024,NASDAQ 100,^NDX,100,1.58
Palantir Technologies Inc.,PLTR,PLTR,Technology,United States,NMS,314269204480,NASDAQ 100,^NDX,100,1.06
ASML Holding N.V. - New York Re,ASML,ASML,Technology,Netherlands,NMS,293818695680,NASDAQ 100,^NDX,100,0.99
"T-Mobile US, Inc.",TMUS,TMUS,Communication Services,United States,NMS,276913553408,NASDAQ 100,^NDX,100,0.94
"Cisco Systems, Inc.",CSCO,CSCO,Technology,United States,NMS,254865604608,NASDAQ 100,^NDX,100,0.86
Astrazeneca PLC,AZN,AZN,Healthcare,United Kingdom,NMS,222672879616,NASDAQ 100,^NDX,100,0.75
Linde plc,LIN,LIN,Basic Materials,United Kingdom,NMS,222096998400,NASDAQ 100,^NDX,100,0.75
Intuit Inc.,INTU,INTU,Technology,United States,NMS,213299609600,NASDAQ 100,^NDX,100,0.72
"Intuitive Surgical, Inc.",ISRG,ISRG,Healthcare,United States,NMS,197792956416,NASDAQ 100,^NDX,100,0.67
"Advanced Micro Devices, Inc.",AMD,AMD,Technology,United States,NMS,190206443520,NASDAQ 100,^NDX,100,0.64
