Short_Name_Stocks,Ticker_Stocks_Yf,Ticker_Stocks,Secteur_Activite,Pays_Stocks,Place_Boursiere,Capitalisation_Boursiere,Nom_Indice,Ticker_Indice_Yf,Nombres_Entreprises,Ponderation
NVIDIA Corporation,NVDA,NVDA,Technology,United States,NMS,4930024243200,NASDAQ 100,^NDX,100,13.13
Apple Inc.,AAPL,AAPL,Technology,United States,NMS,3995082424320,NASDAQ 100,^NDX,100,10.64
Microsoft Corporation,MSFT,MSFT,Technology,United States,NMS,3848559656960,NASDAQ 100,^NDX,100,10.25
Alphabet Inc.,GOOGL,GOOGL,Communication Services,United States,NMS,3396526145536,NASDAQ 100,^NDX,100,9.04
Alphabet Inc.,GOOG,GOOG,Communication Services,United States,NMS,3396526145536,NASDAQ 100,^NDX,100,9.04
"Amazon.com, Inc.",AMZN,AMZN,Consumer Cyclical,United States,NMS,2610764447744,NASDAQ 100,^NDX,100,6.95
Broadcom Inc.,AVGO,AVGO,Technology,United States,NMS,1745527767040,NASDAQ 100,^NDX,100,4.65
"Meta Platforms, Inc.",META,META,Communication Services,United States,NMS,1634184069120,NASDAQ 100,^NDX,100,4.35
"Tesla, Inc.",TSLA,TSLA,Consumer Cyclical,United States,NMS,1518435958784,NASDAQ 100,^NDX,100,4.04
Palantir Technologies Inc.,PLTR,PLTR,Technology,United States,NMS,475583512576,NASDAQ 100,^NDX,100,1.27
"Netflix, Inc.",NFLX,NFLX,Communication Services,United States,NMS,474097123328,NASDAQ 100,^NDX,100,1.26
"Advanced Micro Devices, Inc.",AMD,AMD,Technology,United States,NMS,415642714112,NASDAQ 100,^NDX,100,1.11
ASML Holding N.V. - New York Re,ASML,ASML,Technology,Netherlands,NMS,422183534592,NASDAQ 100,^NDX,100,1.12
Costco Wholesale Corporation,COST,COST,Consumer Defensive,United States,NMS,403935657984,NASDAQ 100,^NDX,100,1.08
"Cisco Systems, Inc.",CSCO,CSCO,Technology,United States,NMS,288106414080,NASDAQ 100,^NDX,100,0.77
Astrazeneca PLC,AZN,AZN,Healthcare,United Kingdom,NMS,256576929792,NASDAQ 100,^NDX,100,0.68
"Micron Technology, Inc.",MU,MU,Technology,United States,NMS,251174240256,NASDAQ 100,^NDX,100,0.67
"T-Mobile US, Inc.",TMUS,TMUS,Communication Services,United States,NMS,234942316544,NASDAQ 100,^NDX,100,0.63
Shopify Inc.,SHOP,SHOP,Technology,Canada,NMS,226668904448,NASDAQ 100,^NDX,100,0.6
Applovin Corporation,APP,APP,Communication Services,United States,NMS,215576821760,NASDAQ 100,^NDX,100,0.57
"Pepsico, Inc.",PEP,PEP,Consumer Defensive,United States,NMS,199754711040,NASDAQ 100,^NDX,100,0.53
Lam Research Corporation,LRCX,LRCX,Technology,United States,NMS,197774491648,NASDAQ 100,^NDX,100,0.53
Linde plc,LIN,LIN,Basic Materials,United Kingdom,NMS,196144857088,NASDAQ 100,^NDX,100,0.52
QUALCOMM Incorporated,QCOM,QCOM,Technology,United States,NMS,195191111680,NASDAQ 100,^NDX,100,0.52
"Intuitive Surgical, Inc.",ISRG,ISRG,Healthcare,United States,NMS,189400170496,NASDAQ 100,^NDX,100,0.5
PDD Holdings Inc.,PDD,PDD,Consumer Cyclical,Ireland,NMS,191467716608,NASDAQ 100,^NDX,100,0.51
Intel Corporation,INTC,INTC,Technology,United States,NMS,190592352256,NASDAQ 100,^NDX,100,0.51
Intuit Inc.,INTU,INTU,Technology,United States,NMS,186116276224,NASDAQ 100,^NDX,100,0.5
"Applied Materials, Inc.",AMAT,AMAT,Technology,United States,NMS,185697353728,NASDAQ 100,^NDX,100,0.49
Arm Holdings plc,ARM,ARM,Technology,United Kingdom,NMS,179884212224,NASDAQ 100,^NDX,100,0.48
Booking Holdings Inc. Common St,BKNG,BKNG,Consumer Cyclical,United States,NMS,163674947584,NASDAQ 100,^NDX,100,0.44
